host_id,host_since,name,neighbourhood,property_type,room_type,beds,number_of_reviews,price,review_scores_rating,date_difference,year
13217925,2014-03-17,Private Room in Greenwich Village,Manhattan,Apartment,Private room,1.0,0,110,92.05056465561094,532 days,2014
13230738,2014-03-17,Charming Room in Heart of Downtown,Manhattan,Apartment,Private room,1.0,5,129,96.0,532 days,2014
13219933,2014-03-17,"NYC Hotel Giraffe, KING SIZE SUITE",Manhattan,Other,Private room,2.0,1,356,100.0,532 days,2014
13261121,2014-03-18,Unionsquare/Gramercy 1 Bedroom,Manhattan,Apartment,Entire home/apt,1.0,17,185,95.0,531 days,2014
13275837,2014-03-18,Downtown 1 Bedroom w/Outdoor Pool,Manhattan,Apartment,Entire home/apt,1.0,1,189,100.0,531 days,2014
13278328,2014-03-18,Charming Apartment w Great Location,Manhattan,Apartment,Entire home/apt,2.0,0,239,92.05056465561094,531 days,2014
13280150,2014-03-18,Exclusive W.Village-chic true 2br,Manhattan,Apartment,Entire home/apt,2.0,15,439,97.0,531 days,2014
13280263,2014-03-18,Bel appartement à Central Park,Manhattan,Apartment,Entire home/apt,2.0,2,180,100.0,531 days,2014
13282162,2014-03-18,Beautiful Exposed Brick Studio Loft,Manhattan,Apartment,Entire home/apt,1.0,6,150,87.0,531 days,2014
13246568,2014-03-18,Spacious Brooklyn Room! Huge home!,Brooklyn,Apartment,Private room,1.0,0,55,92.05056465561094,531 days,2014
13265451,2014-03-18,Beautiful Private Room,Brooklyn,House,Private room,1.0,4,90,100.0,531 days,2014
13278328,2014-03-18,Charming Bedroom w/ Great Location,Manhattan,Apartment,Private room,1.0,0,99,92.05056465561094,531 days,2014
13257873,2014-03-18,NYC Apartment  !!!,Manhattan,Apartment,Private room,1.0,0,250,92.05056465561094,531 days,2014
13279657,2014-03-18,Chelsea - HK Luxury & Modern Room,Manhattan,Apartment,Private room,1.0,9,160,97.0,531 days,2014
13269793,2014-03-18,Apartment (Bedroom) in Upscale UWS,Manhattan,Bed & Breakfast,Private room,1.0,26,145,99.0,531 days,2014
13270619,2014-03-18,factory loft in east williamsburg,Brooklyn,Apartment,Shared room,3.0,11,80,88.0,531 days,2014
13307646,2014-03-19,Sunny Beautiful Apartment!,Brooklyn,Apartment,Entire home/apt,2.0,1,100,80.0,530 days,2014
13322259,2014-03-19,Cozy 1BR in Beautiful Brooklyn,Brooklyn,Apartment,Entire home/apt,1.0,9,130,85.0,530 days,2014
13305285,2014-03-19,Light Filled Luxury Loft - LES,Manhattan,Apartment,Entire home/apt,1.0,2,220,100.0,530 days,2014
13309979,2014-03-19,Tourist love this midtown Apt!,Manhattan,Apartment,Entire home/apt,1.0,0,350,92.05056465561094,530 days,2014
13314076,2014-03-19,Charming Studio - Midtown Manhattan,Manhattan,Apartment,Entire home/apt,2.0,9,249,91.0,530 days,2014
13323628,2014-03-19,Beautiful Sunny Upper Westside Apt,Manhattan,Apartment,Entire home/apt,1.0,0,220,92.05056465561094,530 days,2014
13322169,2014-03-19,"Lovely, quiet 1-Bedroom Apt",Manhattan,Apartment,Entire home/apt,2.0,4,100,100.0,530 days,2014
13304917,2014-03-19,"Cozy Spot,Central Park & Mt Sinai!",Manhattan,Apartment,Entire home/apt,1.0,7,89,97.0,530 days,2014
13299977,2014-03-19,Lovely Apartment In Manhattan,Manhattan,Apartment,Entire home/apt,3.0,0,185,92.05056465561094,530 days,2014
13324888,2014-03-19,Luxury 1 Bedroom in Astoria &lt;3,Queens,Apartment,Entire home/apt,1.0,1,160,100.0,530 days,2014
13320340,2014-03-19,"Beautiful, Oversize Bedroom",Brooklyn,Apartment,Private room,1.0,0,175,92.05056465561094,530 days,2014
13301626,2014-03-19,1br in high rise luxury bldng in NY,Manhattan,Apartment,Private room,1.0,0,150,92.05056465561094,530 days,2014
13307277,2014-03-19,Rooftop Pool and Private Bathroom,Manhattan,Apartment,Private room,1.0,2,200,80.0,530 days,2014
13309979,2014-03-19,Tourist/ commuters love this place!,Manhattan,Apartment,Private room,1.0,21,179,95.0,530 days,2014
13322263,2014-03-19,"Large bedroom, private terrace",Manhattan,Apartment,Private room,1.0,1,130,100.0,530 days,2014
13298061,2014-03-19,"UWS Near #1, Columbia U, St. John's",Manhattan,Apartment,Private room,1.0,13,150,97.0,530 days,2014
13299977,2014-03-19,Lovely room in 2 bedroom apartment,Manhattan,Apartment,Private room,1.0,1,70,100.0,530 days,2014
13309979,2014-03-19,Best location in Manhattan!!!,Manhattan,Apartment,Shared room,1.0,2,135,90.0,530 days,2014
13351364,2014-03-20,Big/Bright 1BR apt in Williamsburg!,Brooklyn,Apartment,Entire home/apt,1.0,3,115,100.0,529 days,2014
13343955,2014-03-20,19th Century Charmer - Clinton Hill,Brooklyn,Apartment,Entire home/apt,2.0,0,215,92.05056465561094,529 days,2014
13337141,2014-03-20,Charming Studio for Cat Lovers,Manhattan,Apartment,Entire home/apt,2.0,17,150,93.0,529 days,2014
13325162,2014-03-20,One bedroom in Greenwich Village,Manhattan,Apartment,Entire home/apt,1.0,0,180,92.05056465561094,529 days,2014
13337836,2014-03-20,Nice 2 bedroom in great location,Manhattan,Apartment,Entire home/apt,2.0,3,239,100.0,529 days,2014
13342432,2014-03-20,Midtown west duplex with terrace,Manhattan,Apartment,Entire home/apt,2.0,0,450,92.05056465561094,529 days,2014
13360423,2014-03-20,"Bright, spacious 1BR",Manhattan,Apartment,Entire home/apt,1.0,5,90,92.0,529 days,2014
13325405,2014-03-20,Cozy Apartment Near Central Park!,Manhattan,Apartment,Entire home/apt,1.0,11,175,88.0,529 days,2014
13345930,2014-03-20,Modern / Clean ONE BEDROOM on UES,Manhattan,Apartment,Entire home/apt,1.0,0,160,92.05056465561094,529 days,2014
13352934,2014-03-20,2200sf tribeca loft 5 day minimum,Manhattan,Loft,Entire home/apt,2.0,1,600,100.0,529 days,2014
13327592,2014-03-20,Nice bedroom in Manhattan.,Manhattan,Apartment,Private room,1.0,26,110,93.0,529 days,2014
13341919,2014-03-20,Cozy Room in UES Apartment,Manhattan,Apartment,Private room,1.0,0,65,92.05056465561094,529 days,2014
13389173,2014-03-21,Modern apartment - NOHO/SOHO,Manhattan,Apartment,Entire home/apt,1.0,0,220,92.05056465561094,528 days,2014
13373889,2014-03-21,close to Manhattan country setting,Staten Island,House,Entire home/apt,4.0,1,132,80.0,528 days,2014
13379969,2014-03-21,Apartment in the Heart of Brooklyn,Brooklyn,Apartment,Private room,2.0,4,140,87.0,528 days,2014
13384586,2014-03-21,Clinton Hill BdRm in Artists' Home,Brooklyn,Apartment,Private room,1.0,23,62,91.0,528 days,2014
13391703,2014-03-21,Private Room in Greenwich Village,Manhattan,Apartment,Private room,1.0,0,75,92.05056465561094,528 days,2014
13407785,2014-03-22,Unique waterfront location in NYC,Bronx,House,Entire home/apt,2.0,0,150,90.88325849903785,527 days,2014
13404790,2014-03-22,1 Bedroom Apt in East Village,Manhattan,Apartment,Entire home/apt,1.0,1,90,92.05056465561094,527 days,2014
13407952,2014-03-22,Cozy REAL 1BR in the East Village,Manhattan,Apartment,Entire home/apt,2.0,4,90,90.0,527 days,2014
13413163,2014-03-22,Quiet/Private/Large apt in SoHo,Manhattan,Apartment,Entire home/apt,1.0,8,260,93.0,527 days,2014
13423087,2014-03-22,Spacious Kid friendly 2 bedroom!,Manhattan,Apartment,Entire home/apt,2.0,0,400,92.05056465561094,527 days,2014
13419231,2014-03-22,Sunny Two-Bedroom Sleeps 5,Manhattan,Apartment,Entire home/apt,3.0,3,275,100.0,527 days,2014
13417903,2014-03-22,Quiet Studio in Mid-town East,Manhattan,Apartment,Entire home/apt,1.0,0,275,92.05056465561094,527 days,2014
13410485,2014-03-22,Upper East Side Sunny 1 Bedroom,Manhattan,Apartment,Entire home/apt,1.0,7,140,91.0,527 days,2014
13413454,2014-03-22,Cozy 1 bedroom! Lots of convenience,Manhattan,Apartment,Entire home/apt,1.0,9,125,89.0,527 days,2014
13413536,2014-03-22,Shoppers Paradise  3bd Loft in SoHo,Manhattan,Loft,Entire home/apt,3.0,35,599,97.0,527 days,2014
13413536,2014-03-22,Big & Bright 3bed Artist Loft,Manhattan,Loft,Entire home/apt,3.0,52,549,96.0,527 days,2014
13420595,2014-03-22,Bedroom in prime Williamsburg,Brooklyn,Apartment,Private room,1.0,0,65,92.05056465561094,527 days,2014
13423325,2014-03-22,HUGE beautiful room in NYC!,Manhattan,Apartment,Private room,1.0,1,50,100.0,527 days,2014
13417741,2014-03-22,Master bedroom 15 mins to Manhattan,Queens,Apartment,Private room,1.0,0,100,92.05056465561094,527 days,2014
13452050,2014-03-23,Beautiful&Modern LARGE 1bd+Balcony,Brooklyn,Apartment,Entire home/apt,1.0,0,150,92.05056465561094,526 days,2014
13451939,2014-03-23,"Charming, quiet and comfortable 1BR",Brooklyn,Apartment,Entire home/apt,1.0,6,135,93.0,526 days,2014
13451939,2014-03-23,"Cozy, quiet and comfortable 1BR",Brooklyn,Apartment,Entire home/apt,1.0,9,135,96.0,526 days,2014
13447134,2014-03-23,Apartment 10min from Grand Central!,Manhattan,Apartment,Entire home/apt,1.0,44,200,86.0,526 days,2014
13465206,2014-03-23,One bedroom in Upper East Side,Manhattan,Apartment,Entire home/apt,1.0,1,155,80.0,526 days,2014
13427294,2014-03-23,Perfect Summer getaway in NYC!,Manhattan,Apartment,Entire home/apt,2.0,1,100,100.0,526 days,2014
13451045,2014-03-23,Pull-out Sofa in Our Living Room,Brooklyn,Apartment,Private room,1.0,0,35,92.05056465561094,526 days,2014
13456857,2014-03-23,Beautiful Room in Williamsburg!,Brooklyn,Apartment,Private room,1.0,4,70,85.0,526 days,2014
13451102,2014-03-23,Cozy private room UWS,Manhattan,Apartment,Private room,1.0,52,102,87.0,526 days,2014
13435721,2014-03-23,Charming Private Bed in a Walkup,Manhattan,Apartment,Private room,1.0,95,90,91.0,526 days,2014
13460098,2014-03-23,Beautiful 1 Bedrm Suite/Ocean view,Staten Island,Apartment,Private room,1.0,0,95,92.05056465561094,526 days,2014
13486981,2014-03-24,Bohemian Railroad in Williamsburg,Brooklyn,Apartment,Entire home/apt,1.0,1,120,80.0,525 days,2014
13503154,2014-03-24,Apt #1: 2BR/1BA w/ Backyard,Brooklyn,Apartment,Entire home/apt,3.0,12,180,92.0,525 days,2014
13503154,2014-03-24,Apt #2: Beautiful 2BR/1BA Crown Hgt,Brooklyn,Apartment,Entire home/apt,3.0,3,180,100.0,525 days,2014
13479257,2014-03-24,"Bright, quiet home in hip Brooklyn!",Brooklyn,Apartment,Entire home/apt,1.0,0,99,92.05056465561094,525 days,2014
13501779,2014-03-24,The Perfect Studio in Brooklyn,Brooklyn,Apartment,Entire home/apt,2.0,3,85,87.0,525 days,2014
13481367,2014-03-24,Adorable East Village 1 Bedroom,Manhattan,Apartment,Entire home/apt,1.0,6,199,97.0,525 days,2014
13466953,2014-03-24,Heart of Soho 1 bedroom apt,Manhattan,Apartment,Entire home/apt,2.0,63,239,89.0,525 days,2014
13485303,2014-03-24,Artsy W Village 1B - Private Garden,Manhattan,Apartment,Entire home/apt,1.0,9,219,100.0,525 days,2014
13500220,2014-03-24,Beautiful 2BR on Riverside Park,Manhattan,Apartment,Entire home/apt,2.0,1,450,100.0,525 days,2014
13478871,2014-03-24,Hooked up 1BR! Heart of UES! DEAL!,Manhattan,Apartment,Entire home/apt,2.0,35,140,88.0,525 days,2014
13483550,2014-03-24,Brand new apt close to Central Park,Manhattan,Apartment,Entire home/apt,1.0,6,110,100.0,525 days,2014
13478871,2014-03-24,Hooked up APT Next2 Express Subway!,Manhattan,Apartment,Entire home/apt,2.0,9,92,82.0,525 days,2014
13478871,2014-03-24,GREAT CR4SH PAD IN NYC -SUPER DEAL!,Manhattan,Apartment,Entire home/apt,2.0,10,100,68.0,525 days,2014
13478871,2014-03-24,4 Bedroom APT NEXT to Subway -DEAL!,Manhattan,Apartment,Entire home/apt,6.0,8,175,71.0,525 days,2014
13506708,2014-03-24,Spacious UES 1 BD Apt near the Park,Manhattan,Apartment,Entire home/apt,2.0,6,200,100.0,525 days,2014
13501034,2014-03-24,darling small studio,Manhattan,Apartment,Entire home/apt,1.0,1,100,80.0,525 days,2014
13480692,2014-03-24,3 minutes to Midtown Manhattan!,Queens,Apartment,Entire home/apt,1.0,47,175,88.0,525 days,2014
13486397,2014-03-24,Sunny Studio Apartment in Astoria,Queens,Apartment,Entire home/apt,1.0,2,75,100.0,525 days,2014
13484512,2014-03-24,Nicco's Room,Brooklyn,Apartment,Private room,1.0,0,50,92.05056465561094,525 days,2014
13504003,2014-03-24,"Comfortable modernloft , city view",Brooklyn,Loft,Private room,1.0,0,80,93.50761421319797,525 days,2014
13499885,2014-03-24,1BR in a  2BR in East Village,Manhattan,Apartment,Private room,1.0,2,120,80.0,525 days,2014
13481312,2014-03-24,"Private bedroom, women only.",Manhattan,Apartment,Private room,1.0,4,80,100.0,525 days,2014
13501341,2014-03-24,"Sunny, spacious room in Bushwick",Queens,Apartment,Private room,1.0,0,45,92.05056465561094,525 days,2014
13492573,2014-03-24,Clean and Comfortable King Bedroom,Queens,Apartment,Private room,1.0,0,105,92.05056465561094,525 days,2014
13524695,2014-03-25,Modern 2 BR Just Steps From Park,Brooklyn,Apartment,Entire home/apt,2.0,0,300,92.05056465561094,524 days,2014
13524185,2014-03-25,Private 1 Bedroom Apartment,Brooklyn,Apartment,Entire home/apt,1.0,31,79,93.0,524 days,2014
13535952,2014-03-25,Beautiful Studio Near Times Square,Manhattan,Apartment,Entire home/apt,1.0,0,300,92.05056465561094,524 days,2014
13528081,2014-03-25,"10 minutes to Manhattan,Brand New",Queens,Apartment,Entire home/apt,2.0,35,140,93.0,524 days,2014
13541243,2014-03-25,Great 2br apt min away from US OPEN,Queens,Apartment,Entire home/apt,2.0,0,255,92.05056465561094,524 days,2014
13530123,2014-03-25,Four-Bedroom Victorian Near Ferry,Staten Island,Apartment,Entire home/apt,6.0,23,195,96.0,524 days,2014
13520796,2014-03-25,Cobble Hill/Columbia Water Front,Brooklyn,Apartment,Private room,1.0,4,68,100.0,524 days,2014
13544233,2014-03-25,"Good Morning, Brooklyn!",Brooklyn,Apartment,Private room,1.0,0,75,92.05056465561094,524 days,2014
13544929,2014-03-25,Lovely Bedroom for Two in New York,Queens,Apartment,Private room,1.0,1,60,80.0,524 days,2014
13541481,2014-03-25,let's make a deal...,Queens,House,Shared room,2.0,0,"2,500",90.88325849903785,524 days,2014
13571025,2014-03-26,Beautiful and Bright Studio,Brooklyn,Apartment,Entire home/apt,1.0,6,110,100.0,523 days,2014
13555958,2014-03-26,Charming Ft Greene Garden Apartment,Brooklyn,Apartment,Entire home/apt,2.0,22,135,95.0,523 days,2014
13583128,2014-03-26,Luxury 2 Bedroom in FiDi,Manhattan,Apartment,Entire home/apt,2.0,2,233,100.0,523 days,2014
13561646,2014-03-26,3 Bedroom Apartment on Ave A & 3RD,Manhattan,Apartment,Entire home/apt,3.0,0,300,92.05056465561094,523 days,2014
13569805,2014-03-26,Spacious Brownstone Apartment SoHo,Manhattan,Apartment,Entire home/apt,2.0,15,384,92.0,523 days,2014
13560857,2014-03-26,Studio Apartment in West Village,Manhattan,Apartment,Entire home/apt,1.0,10,225,93.0,523 days,2014
13574875,2014-03-26,Lovely 1 Bdrm Apt - Upper East Side,Manhattan,Apartment,Entire home/apt,1.0,15,130,99.0,523 days,2014
13568363,2014-03-26,"Beautiful, Spacious, Great Location",Brooklyn,Apartment,Private room,1.0,0,37,92.05056465561094,523 days,2014
13561388,2014-03-26,3 beds- Central Park- Upper West,Manhattan,Apartment,Private room,3.0,30,110,91.0,523 days,2014
13583451,2014-03-26,Sunny View in Hamilton Heights,Manhattan,Apartment,Private room,1.0,0,70,92.05056465561094,523 days,2014
13559186,2014-03-26,Clean room 15min to Midtown,Manhattan,Apartment,Private room,1.0,0,60,92.05056465561094,523 days,2014
13561853,2014-03-26,Beautiful room minutes to Manhattan,Queens,Apartment,Private room,1.0,22,65,95.0,523 days,2014
13562603,2014-03-26,"Spacious, calm & quiet space in BK",Brooklyn,Apartment,Shared room,1.0,2,50,100.0,523 days,2014
13617737,2014-03-27,HUGE Beautiful Sunny Apartment,Brooklyn,Apartment,Entire home/apt,1.0,2,115,100.0,522 days,2014
13611255,2014-03-27,Apartment - private kitchen & bath,Brooklyn,Apartment,Entire home/apt,3.0,48,80,88.0,522 days,2014
13611255,2014-03-27,Bedstuy Apartment for Rent,Brooklyn,Apartment,Entire home/apt,3.0,22,85,93.0,522 days,2014
13601009,2014-03-27,Brooklyn L House,Brooklyn,Apartment,Entire home/apt,1.0,3,200,100.0,522 days,2014
13596401,2014-03-27,GREAT LOCATION IN NEW YORK CITY,Manhattan,Apartment,Entire home/apt,1.0,23,181,95.0,522 days,2014
13597844,2014-03-27,Great Space in Hell's Kitchen 3 Fl,Manhattan,Apartment,Entire home/apt,2.0,26,99,93.0,522 days,2014
13603519,2014-03-27,Historic Harlem Brownstone Apartmnt,Manhattan,Apartment,Entire home/apt,2.0,0,148,92.05056465561094,522 days,2014
13596820,2014-03-27,GORGEOUS LUXURY APARTMENT AND VIEW!,Brooklyn,Apartment,Private room,1.0,5,189,90.0,522 days,2014
13596953,2014-03-27,Sunny apt in heart of East Village,Manhattan,Apartment,Private room,1.0,16,110,96.0,522 days,2014
13604945,2014-03-27,"Manhattan, room in East Village",Manhattan,Apartment,Private room,1.0,29,80,94.0,522 days,2014
13595585,2014-03-27,Hudson River Downtown for Female,Manhattan,Apartment,Private room,1.0,1,75,100.0,522 days,2014
13610384,2014-03-27,Cozy Bedroom in Astoria,Queens,Apartment,Private room,1.0,0,90,92.05056465561094,522 days,2014
13616961,2014-03-27,"Hell""s Kitchen Apt close to all",Manhattan,Apartment,Shared room,2.0,0,100,92.05056465561094,522 days,2014
13585308,2014-03-27,Cozy living room near city!,Manhattan,Apartment,Shared room,1.0,16,65,89.0,522 days,2014
13644183,2014-03-28,Cosy Spacious KID-FRIENDLY 1BR,Brooklyn,Apartment,Entire home/apt,1.0,1,98,100.0,521 days,2014
13637847,2014-03-28,"Spacious, Sunny 1 Bedroom Apartment",Brooklyn,Apartment,Entire home/apt,1.0,7,129,92.0,521 days,2014
13640971,2014-03-28,Gallerist Duplex-Lower East Side,Manhattan,Apartment,Entire home/apt,2.0,0,300,92.05056465561094,521 days,2014
13621646,2014-03-28,Private Rooftop in the East Village,Manhattan,Apartment,Entire home/apt,2.0,1,175,100.0,521 days,2014
13639666,2014-03-28,Modern 3 Bedroom Chelsea Apartment,Manhattan,Apartment,Entire home/apt,3.0,1,275,60.0,521 days,2014
13639666,2014-03-28,NEW!! Luxurious 1Bedroom / Doorman,Manhattan,Apartment,Entire home/apt,3.0,17,200,81.0,521 days,2014
13639666,2014-03-28,Best 3 Bedroom Sleeps 6 in Chelsea,Manhattan,Apartment,Entire home/apt,3.0,6,200,63.0,521 days,2014
13639666,2014-03-28,Stunning 1BR Duplex Midtown Sleep/5,Manhattan,Apartment,Entire home/apt,3.0,44,150,78.0,521 days,2014
13644820,2014-03-28,Rustic Midtown 1 Bedroom,Manhattan,Apartment,Entire home/apt,1.0,7,150,93.0,521 days,2014
13648736,2014-03-28,Home by the park,Manhattan,Apartment,Entire home/apt,1.0,3,144,60.0,521 days,2014
13634669,2014-03-28,Amazing 1 Bedroom + Backyard(for 4),Manhattan,Apartment,Entire home/apt,2.0,23,162,87.0,521 days,2014
13645573,2014-03-28,apt ( new construction),Manhattan,Apartment,Entire home/apt,1.0,8,115,78.0,521 days,2014
13632321,2014-03-28,Battery Park City Riverview Studio,Manhattan,Apartment,Entire home/apt,1.0,2,160,100.0,521 days,2014
13649613,2014-03-28,(Blue)Nice airy room in nice home,Bronx,House,Private room,1.0,10,55,92.0,521 days,2014
13649613,2014-03-28,(Red) Cozy room in beautiful home,Bronx,House,Private room,1.0,28,50,94.0,521 days,2014
13649613,2014-03-28,Huge airy room perfect for two!,Bronx,House,Private room,1.0,10,65,90.0,521 days,2014
13636138,2014-03-28,Sunny Room W/ Private Bathroom,Brooklyn,Apartment,Private room,1.0,4,110,90.0,521 days,2014
13625960,2014-03-28,Spacious Private Room ard Columbia,Manhattan,Apartment,Private room,1.0,1,40,80.0,521 days,2014
13646181,2014-03-28,Female Summer Sublet Near CUMC,Manhattan,Apartment,Private room,1.0,0,"1,100",92.05056465561094,521 days,2014
13631524,2014-03-28,Spacious 1BD in Upper East Side,Manhattan,Apartment,Private room,1.0,4,85,100.0,521 days,2014
13631524,2014-03-28,Sun-drenched 1BD in Upper East Side,Manhattan,Apartment,Private room,1.0,33,70,91.0,521 days,2014
13621509,2014-03-28,"New York City, NYC, Big Apple",Queens,Apartment,Private room,1.0,3,70,80.0,521 days,2014
13643479,2014-03-28,Superb room in the safest NYC spot,Queens,Apartment,Shared room,1.0,13,45,97.0,521 days,2014
13652819,2014-03-29,Brooklyn Quiet Sweets,Brooklyn,Apartment,Entire home/apt,1.0,3,103,100.0,520 days,2014
13664880,2014-03-29,"Private, Bright Brooklyn Apartment",Brooklyn,Apartment,Entire home/apt,1.0,4,50,90.0,520 days,2014
13663055,2014-03-29,Studio in Kips Bay (Manhattan),Manhattan,Apartment,Entire home/apt,2.0,11,150,95.0,520 days,2014
13668221,2014-03-29,"Large clean studio, center of town",Manhattan,Apartment,Entire home/apt,1.0,16,175,93.0,520 days,2014
13670664,2014-03-29,Modern Columbus Circle Apartment,Manhattan,Apartment,Entire home/apt,2.0,20,230,82.0,520 days,2014
13664245,2014-03-29,"Private, Large room with closet!",Bronx,House,Private room,4.0,24,48,92.0,520 days,2014
13668294,2014-03-29,Brooklyn Garden Getaway Deal!,Brooklyn,Apartment,Private room,1.0,4,70,100.0,520 days,2014
13668474,2014-03-29,Private room in a 2BR luxury apt,Brooklyn,Apartment,Private room,1.0,7,85,94.0,520 days,2014
13670148,2014-03-29,Private Room in Williamsburg Loft,Brooklyn,Apartment,Private room,1.0,2,75,80.0,520 days,2014
13670790,2014-03-29,Awesome Room in Brooklyn,Brooklyn,Apartment,Private room,1.0,0,38,92.05056465561094,520 days,2014
13664593,2014-03-29,Private Bushwick Room (Oct Sublet),Brooklyn,Apartment,Private room,1.0,0,65,92.05056465561094,520 days,2014
13664226,2014-03-29,Cozy 3 bedroom on upper west side,Manhattan,Apartment,Private room,1.0,12,100,93.0,520 days,2014
13665883,2014-03-29,1 BR A Block Away from Times Sq,Manhattan,Apartment,Private room,1.0,2,400,90.0,520 days,2014
13667779,2014-03-29,Private Cosy Harlem Bedroom,Manhattan,Apartment,Private room,1.0,4,50,100.0,520 days,2014
13667779,2014-03-29,Sunny Peaceful Harlem Space,Manhattan,Apartment,Private room,1.0,0,80,92.05056465561094,520 days,2014
13678557,2014-03-29,Spacious/Sunny Harlem living room,Manhattan,Apartment,Shared room,1.0,0,75,92.05056465561094,520 days,2014
13709712,2014-03-30,1 Bedroom Apartment in Brooklyn,Brooklyn,Apartment,Entire home/apt,2.0,51,150,90.0,519 days,2014
13701753,2014-03-30,Wall Street Loft,Manhattan,Apartment,Entire home/apt,2.0,4,180,100.0,519 days,2014
13701753,2014-03-30,Perfect location to explore NYC,Manhattan,Apartment,Entire home/apt,2.0,61,168,92.0,519 days,2014
13702804,2014-03-30,Cozy 1 BR Apt in East Harlem,Manhattan,Apartment,Entire home/apt,2.0,16,130,88.0,519 days,2014
13713350,2014-03-30,COMFORTABLE & CHIC APT IN NYC!,Manhattan,Apartment,Entire home/apt,2.0,9,110,93.0,519 days,2014
13714741,2014-03-30,Quiet One Bedroom Apt,Manhattan,Apartment,Entire home/apt,2.0,4,110,100.0,519 days,2014
13702937,2014-03-30,Great Studio on UES (88th and 3rd),Manhattan,Apartment,Entire home/apt,1.0,0,130,92.05056465561094,519 days,2014
13705706,2014-03-30,1 Bedroom in Prime Williamsburg,Brooklyn,Apartment,Private room,1.0,0,65,92.05056465561094,519 days,2014
13697437,2014-03-30,Charming NYC Town House Apartment,Brooklyn,Apartment,Private room,2.0,2,145,70.0,519 days,2014
13708762,2014-03-30,Sunny room available in BedStuy,Brooklyn,Apartment,Private room,1.0,2,41,100.0,519 days,2014
13713602,2014-03-30,Penthouse Master Bedroom,Brooklyn,Apartment,Private room,2.0,0,100,92.05056465561094,519 days,2014
13682977,2014-03-30,In the heart of Financial District,Manhattan,Apartment,Private room,1.0,0,80,92.05056465561094,519 days,2014
13707331,2014-03-30,"Private, Spacious Hideaway!",Manhattan,Apartment,Private room,1.0,24,137,94.0,519 days,2014
13701847,2014-03-30,Cozy Room in Harlem!,Manhattan,Apartment,Private room,1.0,0,55,92.05056465561094,519 days,2014
13717740,2014-03-30,Room in Washington Heights,Manhattan,Apartment,Private room,1.0,3,70,93.0,519 days,2014
13714247,2014-03-30,Private Full Studio in NYC,Manhattan,Apartment,Private room,1.0,0,80,92.05056465561094,519 days,2014
13741393,2014-03-31,Private Brooklyn Studio,Brooklyn,Apartment,Entire home/apt,1.0,40,119,92.0,518 days,2014
13736277,2014-03-31,Cozy spacious apt in Brooklyn!,Brooklyn,Apartment,Entire home/apt,1.0,2,100,100.0,518 days,2014
13756871,2014-03-31,The Amber at The Gatling,Brooklyn,Apartment,Entire home/apt,2.0,13,189,97.0,518 days,2014
13752339,2014-03-31,Sunny 1 br heart of Williamsburg,Brooklyn,Apartment,Entire home/apt,2.0,34,175,95.0,518 days,2014
13756871,2014-03-31,The Diamond at The Gatling,Brooklyn,House,Entire home/apt,3.0,1,750,100.0,518 days,2014
13756871,2014-03-31,The Emerald at The Gatling,Brooklyn,House,Entire home/apt,2.0,18,198,94.0,518 days,2014
13756871,2014-03-31,The Gatling,Brooklyn,House,Entire home/apt,4.0,6,550,100.0,518 days,2014
13732508,2014-03-31,Beautiful 1BR in lower Manhattan,Manhattan,Apartment,Entire home/apt,1.0,12,150,91.0,518 days,2014
13744047,2014-03-31,Large 3BR/2BA DoormanTerrace Sleep8,Manhattan,Apartment,Entire home/apt,4.0,10,400,80.0,518 days,2014
13735165,2014-03-31,Cozy 2 Bed in the Heart of Chelsea!,Manhattan,Apartment,Entire home/apt,2.0,13,399,92.0,518 days,2014
13744047,2014-03-31,New 1 Bedroom with Patio /Sleep 5,Manhattan,Apartment,Entire home/apt,2.0,50,150,90.0,518 days,2014
13744047,2014-03-31,2BR/Sleep6 / NYC Spacious /Midtown,Manhattan,Apartment,Entire home/apt,3.0,0,175,92.05056465561094,518 days,2014
13753679,2014-03-31,Large Estudio in Midtown East,Manhattan,Apartment,Entire home/apt,1.0,2,199,90.0,518 days,2014
13745948,2014-03-31,Steps from Central Park!!,Manhattan,Apartment,Entire home/apt,2.0,4,225,93.0,518 days,2014
13736818,2014-03-31,HARLEM STUDIO,Manhattan,Apartment,Entire home/apt,1.0,33,105,96.0,518 days,2014
13755151,2014-03-31,One Bedroom Apartment,Manhattan,Apartment,Entire home/apt,2.0,0,183,92.05056465561094,518 days,2014
13742546,2014-03-31,Manhattan 2Bed/2Bath near A train,Manhattan,Apartment,Entire home/apt,3.0,0,145,92.05056465561094,518 days,2014
13734665,2014-03-31,"2 Bedroom PENTHOUSE 1,000 SF",Queens,Apartment,Entire home/apt,2.0,3,569,100.0,518 days,2014
13748469,2014-03-31,"BigApt CloseToTrain, mins to TimeSq",Queens,Apartment,Entire home/apt,3.0,49,98,95.0,518 days,2014
13749091,2014-03-31,Charming Private Studio with Garden,Queens,House,Entire home/apt,1.0,41,84,93.0,518 days,2014
13750728,2014-03-31,Awesome 1901 Styled Master Bedroom.,Bronx,House,Private room,3.0,27,60,94.0,518 days,2014
13750728,2014-03-31,Gayle's Warm Retreat,Bronx,House,Private room,1.0,55,60,89.0,518 days,2014
13750728,2014-03-31,Huge Room! Sleep Four,Bronx,House,Private room,4.0,39,60,89.0,518 days,2014
